1358442177116, 2013-01-17, 18:02:57:116, [wp_site:SCM Lab; wp_post:1; user:krejcar.zbynek], 95.91.115.12, seek_start: 26.518627166748047   26.26, Mozilla/5.0 (Windows NT 6.2, WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358615677845, 2013-01-19, 18:14:37:845, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 958.28, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615678885, 2013-01-19, 18:14:38:885, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, seek_start: 959.637278   959.54, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615678973, 2013-01-19, 18:14:38:973, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 954.96, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615679374, 2013-01-19, 18:14:39:374, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, seek_start: 955.140952   955.04, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615679473, 2013-01-19, 18:14:39:473, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 944.97, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615679702, 2013-01-19, 18:14:39:702, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, seek_start: 945.04517   945, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615679789, 2013-01-19, 18:14:39:789, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 934.99, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615690632, 2013-01-19, 18:14:50:632, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, [add_annotation; content:Lower Bound; time:938.906281], Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615704118, 2013-01-19, 18:15:04:118, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, seek_start: 532.947119   532.95, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615704229, 2013-01-19, 18:15:04:229, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 662.15, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615736163, 2013-01-19, 18:15:36:163, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, seek_start: 36.974806   36.87, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615736253, 2013-01-19, 18:15:36:253, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 2415.68, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615739430, 2013-01-19, 18:15:39:430, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, seek_start: 2418.698049   2418.63, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615739711, 2013-01-19, 18:15:39:711, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 2428.99, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615761966, 2013-01-19, 18:16:01:966, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, seek_start: 0   0, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615762043, 2013-01-19, 18:16:02:43, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 715.39, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615762446, 2013-01-19, 18:16:02:446, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, seek_start: 716   716, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615762535, 2013-01-19, 18:16:02:535, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 1054.78, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615763877, 2013-01-19, 18:16:03:877, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, seek_start: 1056.074104   1056.01, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615763995, 2013-01-19, 18:16:03:995, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 2206.05, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615764293, 2013-01-19, 18:16:04:293, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, seek_start: 2207   2207, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615764374, 2013-01-19, 18:16:04:374, [wp_site:SCM Lab; wp_post:1; user:dziewa.martin], 141.46.229.58, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 2245.98, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358616299608, 2013-01-19, 18:24:59:608, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 0   0, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616299703, 2013-01-19, 18:24:59:703, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 296.19, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616307329, 2013-01-19, 18:25:07:329, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 2.754081   2.59, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616307427, 2013-01-19, 18:25:07:427, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 283.72, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358615789937, 2013-01-19, 18:16:29:937, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 0   0, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615790104, 2013-01-19, 18:16:30:104, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 816.87, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615807093, 2013-01-19, 18:16:47:93, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 16.341224   16.2, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615807256, 2013-01-19, 18:16:47:256, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 920.02, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615808129, 2013-01-19, 18:16:48:129, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 921.574875   921.51, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615808753, 2013-01-19, 18:16:48:753, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 810.22, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358616342707, 2013-01-19, 18:25:42:707, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 38.035941   37.82, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616342794, 2013-01-19, 18:25:42:794, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 177.72, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358615809635, 2013-01-19, 18:16:49:635, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 811.335419   811.27, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615810289, 2013-01-19, 18:16:50:289, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 764.35, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615814765, 2013-01-19, 18:16:54:765, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 769.105759   768.91, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358616348413, 2013-01-19, 18:25:48:413, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 180.886598   180.89, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616348514, 2013-01-19, 18:25:48:514, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 202.66, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358615815434, 2013-01-19, 18:16:55:434, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 748.6, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358616352698, 2013-01-19, 18:25:52:698, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 205.697256   205.52, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616352775, 2013-01-19, 18:25:52:775, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 227.6, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358615856409, 2013-01-19, 18:17:36:409, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, [add_annotation; content:Nearest Neighbour Algorithm; time:763.439954], Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615859395, 2013-01-19, 18:17:39:395, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 766.477596   766.43, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615859499, 2013-01-19, 18:17:39:499, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 1043.13, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615860450, 2013-01-19, 18:17:40:450, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 1044.44136   1044.31, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615860569, 2013-01-19, 18:17:40:569, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 959.95, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615862083, 2013-01-19, 18:17:42:83, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 961.033469   960.8, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615862234, 2013-01-19, 18:17:42:234, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 913.36, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615865635, 2013-01-19, 18:17:45:635, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 917.111655   916.93, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615865794, 2013-01-19, 18:17:45:794, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 930, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358616410732, 2013-01-19, 18:26:50:732, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 284.489251   284.42, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616411243, 2013-01-19, 18:26:51:243, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 252.54, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358615892944, 2013-01-19, 18:18:12:944, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, [add_annotation; content:Lower Bound Algorithm; time:950.203287], Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615911595, 2013-01-19, 18:18:31:595, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 968.877845   968.66, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615911754, 2013-01-19, 18:18:31:754, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 1818.41, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358616444727, 2013-01-19, 18:27:24:727, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, [add_annotation; content:Kapazität; time:276.310589], Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358615912811, 2013-01-19, 18:18:32:811, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 1819.770793   1819.54, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615912946, 2013-01-19, 18:18:32:946, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 2420.67, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615917273, 2013-01-19, 18:18:37:273, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 0   0, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615917424, 2013-01-19, 18:18:37:424, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 803.56, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615919281, 2013-01-19, 18:18:39:281, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 805.612426   805.6, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615919416, 2013-01-19, 18:18:39:416, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 776.94, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358616455383, 2013-01-19, 18:27:35:383, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 286.827891   286.61, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616455636, 2013-01-19, 18:27:35:636, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 280   280, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616455456, 2013-01-19, 18:27:35:456, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 279.67, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616455848, 2013-01-19, 18:27:35:848, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 346.08, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616458286, 2013-01-19, 18:27:38:286, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 347.777256   347.55, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616458734, 2013-01-19, 18:27:38:734, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 446.68, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616461573, 2013-01-19, 18:27:41:573, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 447.811927   447.81, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616461585, 2013-01-19, 18:27:41:585, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 539.38, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616467589, 2013-01-19, 18:27:47:589, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 542.747913   542.75, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616467928, 2013-01-19, 18:27:47:928, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 567.03, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616469858, 2013-01-19, 18:27:49:858, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 569.297256   569.27, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358615937609, 2013-01-19, 18:18:57:609, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 185.746302   185.7, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358616470972, 2013-01-19, 18:27:50:972, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 593.53, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358615937751, 2013-01-19, 18:18:57:751, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 753.65, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615938594, 2013-01-19, 18:18:58:594, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 754.573424   754.56, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615938741, 2013-01-19, 18:18:58:741, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 843.49, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358616472734, 2013-01-19, 18:27:52:734, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 595.099931   595.05, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616474045, 2013-01-19, 18:27:54:45, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 650.48, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358615943509, 2013-01-19, 18:19:03:509, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 848.236371   848.18, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615943631, 2013-01-19, 18:19:03:631, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 783.6, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358616477594, 2013-01-19, 18:27:57:594, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 652.179931   652.01, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358615944438, 2013-01-19, 18:19:04:438, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 784.338321   784.27, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615944574, 2013-01-19, 18:19:04:574, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 753.65, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358616478125, 2013-01-19, 18:27:58:125, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 726.14, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616481173, 2013-01-19, 18:28:01:173, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, seek_start: 728.433265   728.35, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358616481833, 2013-01-19, 18:28:01:833, [wp_site:SCM Lab; wp_post:1; user:thum.daniel], 92.225.192.111, videos/0_grundlagen.webm seek_end: 796.29, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358615961955, 2013-01-19, 18:19:21:955, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, [add_annotation; content:Nearest Neighbour Alg.; time:762.669365], Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615964161, 2013-01-19, 18:19:24:161, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 764.86941   764.84, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615964325, 2013-01-19, 18:19:24:325, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 903.38, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615965427, 2013-01-19, 18:19:25:427, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 904.847709   904.85, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615965632, 2013-01-19, 18:19:25:632, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 923.35, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615967014, 2013-01-19, 18:19:27:14, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 924.908662   924.77, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615967149, 2013-01-19, 18:19:27:149, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 963.28, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615968162, 2013-01-19, 18:19:28:162, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 964.704036   964.53, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615968992, 2013-01-19, 18:19:28:992, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 944.2, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615970950, 2013-01-19, 18:19:30:950, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, seek_start: 946.775056   946.67, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358615971629, 2013-01-19, 18:19:31:629, [wp_site:SCM Lab; wp_post:1; user:dvorakova.lucie], 141.46.229.57, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 919.69, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
